"Year","District","GDP","GDPRate","FIN","CPI","GDPNRate","FINNRate"
2004,"云南",3081.91,111.3,263.36,106,0.205745651442477,0.150043668122271
2004,"西藏",220.34,112.1,10.02,102.7,0.190447890215571,0.229447852760736
2004,"陕西",3175.58,112.9,214.96,103.1,0.227172955342927,0.212203236902949
2004,"甘肃",1688.49,111.5,104.16,102.3,0.206210754163006,0.188227241615332
2004,"青海",466.1,112.3,27,103.2,0.194515633008714,0.123128119800333
2004,"宁夏",537.11,111.2,37.47,103.7,0.206013112987246,0.247752247752248
2004,"新疆",2209.09,111.4,155.7,102.7,0.17109232114931,0.214319138979878
2005,"北京",6969.52,112.1,919.21,101.5,0.155192675209383,0.234684146194039
2005,"天津",3905.64,114.9,331.85,101.5,0.255441228941456,0.347997400276221
2005,"河北",10012.11,113.4,515.7,101.8,0.181003417228636,0.264497462177868
2005,"山西",4230.53,113.5,368.34,102.3,0.184567826912361,0.436807614292401
2005,"内蒙古",3905.03,123.8,277.46,102.4,0.284097373621784,0.410144338280138
2005,"辽宁",8047.26,112.7,675.28,101.4,0.206124100719425,0.274979231175893
2005,"吉林",3620.27,112.1,207.15,101.5,0.15959590135842,0.245790233341352
2005,"黑龙江",5513.7,111.6,318.21,101.2,0.160632341177956,0.0994748116923501
2005,"上海",9247.66,111.4,1417.4,101,0.145528891355324,0.281335032860539
2005,"江苏",18598.69,114.5,1322.68,102.1,0.2396151590285,0.348998969902804
2005,"浙江",13417.68,112.8,1066.6,101.3,0.151860722655747,0.323407159253055
2005,"安徽",5350.17,111,334.02,101.4,0.12415061038388,0.216254597094272
2005,"福建",6554.69,111.6,432.6,102.2,0.137305560134297,0.297073638762293
2005,"江西",4056.76,112.8,252.92,101.7,0.173593311539908,0.22913933032026
2005,"山东",18366.87,115,1073.13,101.7,0.222677781150645,0.295534388468364
2005,"河南",10587.42,114.2,537.65,102.1,0.237746075131608,0.253906432202994
2005,"湖北",6590.19,112.1,375.52,102.9,0.169875595571998,0.209598969238203
2005,"湖南",6596.1,112.2,395.27,102.3,0.169119132780569,0.23279169135764
2005,"广东",22557.37,114.1,1807.2,102.3,0.195750033660895,0.27401287266216
2005,"广西",3984.1,113.1,283.04,102.4,0.160361147517111,0.190394078310973
2005,"海南",918.75,110.5,68.68,101.5,0.12089158919552,0.204067321178121
2005,"重庆",3467.72,111.7,256.81,100.8,0.142734744182061,0.280081746585585
2005,"四川",7385.1,112.6,479.66,101.7,0.157606318861752,0.243351132769973
2005,"贵州",2005.42,112.7,182.5,101,0.195267612349505,0.222452943934624
2005,"云南",3462.73,108.9,312.65,101.4,0.123566230032675,0.187158262454435
2005,"西藏",248.8,112.1,12.03,101.5,0.129164019242988,0.20059880239521
2005,"陕西",3933.72,113.7,275.32,101.2,0.238740639505224,0.280796427242278
2005,"甘肃",1933.98,111.8,123.5,101.7,0.145390259936393,0.185675883256528
2005,"青海",543.32,112.2,33.82,100.8,0.165672602445827,0.252592592592593
2005,"宁夏",612.61,110.9,47.72,101.5,0.140567109158273,0.273552175073392
2005,"新疆",2604.19,110.9,180.32,100.7,0.178851925453467,0.158124598587026
2006,"北京",8117.78,113,1117.15,100.9,0.16475453115853,0.215337082929907
2006,"天津",4462.74,114.7,417.05,101.5,0.142639874642824,0.256742504143438
2006,"河北",11467.6,113.4,620.53,101.7,0.145372953353489,0.203277099088617
2006,"山西",4878.61,112.8,583.38,102,0.153191207721018,0.583808437856328
2006,"内蒙古",4944.25,119.1,343.38,101.5,0.266123435671429,0.237583795862467
2006,"辽宁",9304.52,114.2,817.67,101.2,0.156234544428787,0.210860680014216
2006,"吉林",4275.12,115,245.2,101.4,0.180884298684905,0.183683321264784
2006,"黑龙江",6211.8,112.1,386.84,101.9,0.126611894009467,0.215675183055215
2006,"上海",10572.24,112.7,1576.07,101.2,0.14323407218691,0.111944405249047
2006,"江苏",21742.05,114.9,1656.68,101.6,0.169009752837431,0.252517615749841
2006,"浙江",15718.47,113.9,1298.2,101.1,0.17147450229846,0.217138571160698
2006,"安徽",6112.5,112.5,428.03,101.2,0.142487061158804,0.281450212562122
2006,"福建",7583.85,114.8,541.17,100.8,0.157011239280576,0.250970873786408
2006,"江西",4820.53,112.3,305.52,101.2,0.188270935426301,0.207970899889293
2006,"山东",21900.19,114.7,1356.25,101,0.192374639772591,0.263826377046583
2006,"河南",12362.79,114.4,679.17,101.3,0.167686745212715,0.263219566632568
2006,"湖北",7617.47,113.2,476.08,101.6,0.155880179478892,0.267788666382616
2006,"湖南",7688.67,112.8,477.93,101.4,0.165638786555692,0.209122878032737
2006,"广东",26587.76,114.8,2179.46,101.8,0.178672868335271,0.205987162461266
2006,"广西",4746.16,113.6,342.58,101.3,0.191275319394594,0.21035895986433
2006,"海南",1065.67,113.2,81.81,101.5,0.159912925170068,0.191176470588235
2006,"重庆",3907.23,112.4,317.72,102.4,0.126743220329208,0.237179237568631
2006,"四川",8690.24,113.5,607.59,102.3,0.17672611068232,0.266709752741525
2006,"贵州",2338.98,112.8,226.82,101.7,0.166329247738628,0.242849315068493
2006,"云南",3988.14,111.6,379.97,101.9,0.151732881281532,0.215320646089877
2006,"西藏",290.76,113.3,14.56,102,0.168649517684887,0.210307564422278
2006,"陕西",4743.61,113.9,362.48,101.5,0.20588399784428,0.316577073950312
2006,"甘肃",2277.35,111.5,141.22,101.3,0.177545786409373,0.143481781376518
2006,"青海",648.5,113.3,42.24,101.6,0.19358757270117,0.24896510940272
2006,"宁夏",725.9,112.7,61.36,101.9,0.184930053378169,0.285834031852473
2006,"新疆",3045.26,111,219.46,101.3,0.169369362450513,0.217058562555457
2007,"北京",9846.81,114.5,1492.64,102.4,0.212992961129767,0.336114219218547
2007,"天津",5252.76,115.5,540.44,104.2,0.177025773403783,0.295863805299125
2007,"河北",13607.32,112.8,789.12,104.7,0.186588300952248,0.271687106183424
2007,"山西",6024.45,115.9,597.89,104.6,0.234870178186,0.0248722959306114
2007,"内蒙古",6423.18,119.2,492.36,104.6,0.299121201395561,0.433863358378473
2007,"辽宁",11164.3,115,1082.69,105.1,0.199879198497074,0.324116085951545
2007,"吉林",5284.69,116.1,320.69,105.3,0.236150096371564,0.307871125611745
2007,"黑龙江",7104,112,440.47,105.2,0.143629865739399,0.138636128631993
2007,"上海",12494.01,115.2,2074.48,103.2,0.181775101586797,0.316235953986815
2007,"江苏",26018.48,114.9,2237.73,104.3,0.196689364618332,0.350731583649226
2007,"浙江",18753.73,114.7,1649.5,104.2,0.193101491430146,0.27060545370513
2007,"安徽",7360.92,114.2,543.7,105.3,0.204240490797546,0.270238067425181
2007,"福建",9248.53,115.2,699.46,105.2,0.219503286589265,0.292495888537798
2007,"江西",5800.25,113.2,389.85,104.8,0.203239062924616,0.27602120974077
2007,"山东",25776.91,114.2,1675.4,104.4,0.177017642312692,0.235317972350231
2007,"河南",15012.46,114.6,862.08,105.4,0.214326216007875,0.269314015636733
2007,"湖北",9333.4,114.6,590.36,104.8,0.225262455907276,0.240043690136112
2007,"湖南",9439.6,115,606.55,105.6,0.22772859285156,0.269118908626786
2007,"广东",31777.01,114.9,2785.8,103.7,0.195174396037876,0.278206528222587
2007,"广西",5823.41,115.1,418.83,106.1,0.226972963406206,0.222575748730224
2007,"海南",1254.17,115.8,108.29,105.1,0.176884026011805,0.323676812125657
2007,"重庆",4676.13,115.9,442.7,104.7,0.196789029568262,0.393365227244114
2007,"四川",10562.39,114.5,850.86,105.9,0.21543133446257,0.400385128129166
2007,"贵州",2884.11,114.8,285.14,106.4,0.233063130082344,0.257120183405343
2007,"云南",4772.52,112.2,486.71,105.9,0.196678150716876,0.280916914493249
2007,"西藏",341.43,114,20.14,103.4,0.174267437061494,0.383241758241758
2007,"陕西",5757.29,115.8,475.24,105.2,0.213693790172464,0.311079231957625
2007,"甘肃",2703.98,112.3,190.91,105.2,0.187336158254111,0.351862342444413
2007,"青海",797.35,113.5,56.71,106.7,0.22952968388589,0.342566287878788
2007,"宁夏",919.11,112.7,80.03,105.5,0.266166138586582,0.304269882659713
2007,"新疆",3523.16,112.2,285.86,105.5,0.156932412995935,0.302560831130958
2008,"北京",11115,109.1,1837.32,105.1,0.128791964098018,0.230919712723765
2008,"天津",6719.01,116.5,675.62,105.4,0.279138966943093,0.250129524091481
2008,"河北",16011.97,110.1,947.59,106.2,0.176717384466596,0.200818633414436
2008,"山西",7315.4,108.5,748,107.2,0.21428512146337,0.251066249644583
2008,"内蒙古",8496.2,117.8,650.68,105.7,0.322740449434704,0.321553334958161
2008,"辽宁",13668.58,113.4,1356.08,104.6,0.224311421226588,0.252509952063841
2008,"吉林",6426.1,116,422.8,105.1,0.215984286684744,0.318407184508404
2008,"黑龙江",8314.37,111.8,578.28,105.6,0.17037865990991,0.312870343042659
2008,"上海",14069.87,109.7,2358.75,105.8,0.126129241132351,0.137031930893525
2008,"江苏",30981.98,112.7,2731.41,105.4,0.190768253948732,0.220616428255419
2008,"浙江",21462.69,110.1,1933.39,105,0.144449130919556,0.172106698999697
2008,"安徽",8851.66,112.7,724.62,106.2,0.202520880542106,0.332757035129667
2008,"福建",10823.01,113,833.4,104.6,0.170241108586986,0.19149057844623
2008,"江西",6971.05,113.2,488.65,106,0.201853368389294,0.253430806720533
2008,"山东",30933.28,112,1957.05,105.3,0.200038328876502,0.168109108272651
2008,"河南",18018.53,112.1,1008.9,107,0.200238335356097,0.170309020044543
2008,"湖北",11328.92,113.4,710.85,106.3,0.213804187112949,0.204095805948913
2008,"湖南",11555,113.9,722.71,106,0.224098478749099,0.191509356194873
2008,"广东",36796.71,110.4,3310.32,105.6,0.157966404013468,0.188283437432694
2008,"广西",7021,112.8,518.42,107.7,0.205650984560592,0.237781438769907
2008,"海南",1503.06,110.3,144.86,106.9,0.198449970897087,0.337704312494228
2008,"重庆",5793.66,114.5,577.57,105.6,0.23898608464692,0.304653264061441
2008,"四川",12601.23,111,1041.66,105.1,0.193028282424716,0.224243706367675
2008,"贵州",3561.56,111.3,347.84,107.6,0.234890486146506,0.2198919828856
2008,"云南",5692.12,110.6,614.05,105.7,0.192686463335931,0.261634238047297
2008,"西藏",394.85,110.1,24.88,105.7,0.156459596403362,0.235352532274081
2008,"陕西",7314.58,116.4,591.48,106.4,0.270490109061729,0.244592206043262
2008,"甘肃",3166.82,110.1,264.97,108.2,0.171169905102848,0.387931486040543
2008,"青海",1018.62,113.5,71.57,110.1,0.277506741079827,0.262034914477164
2008,"宁夏",1203.92,112.6,95.01,108.5,0.30987585816714,0.18717980757216
2008,"新疆",4183.21,111,361.06,108.1,0.187346018914838,0.263065836423424
2009,"北京",12153.03,110.2,2026.81,98.5,0.0933900134952768,0.103133912437681
2009,"天津",7521.85,116.5,821.99,99,0.119487841214703,0.216645451585211
2009,"河北",17235.48,110,1067.12,99.3,0.0764122091160551,0.126141052564928
2009,"山西",7358.31,105.4,805.83,99.6,0.00586570795855335,0.077312834224599
2009,"内蒙古",9740.25,116.9,850.86,99.7,0.146424283797462,0.307647384274913
2009,"辽宁",15212.49,113.1,1591.22,100,0.112953210940712,0.173396849743378
2009,"吉林",7278.75,113.6,487.09,100.1,0.132685454630336,0.152057710501419
2009,"黑龙江",8587,111.4,641.66,100.2,0.032790217418758,0.109600885384243
2009,"上海",15046.45,108.2,2540.3,99.6,0.0694093122395587,0.0769687334393216
2009,"江苏",34457.3,112.4,3228.78,99.6,0.112172301447487,0.182092765275078
2009,"浙江",22990.35,108.9,2142.51,98.5,0.071177471230307,0.108162346965692
2009,"安徽",10062.82,112.9,863.92,99.1,0.136828572267801,0.192238690624051
2009,"福建",12236.53,112.3,932.43,98.2,0.130603224056894,0.118826493880489
2009,"江西",7655.18,113.1,581.3,99.3,0.0981387308941981,0.189604011050854
2009,"山东",33896.65,112.2,2198.63,100,0.0957987643082143,0.123440893181063
2009,"河南",19480.46,110.9,1126.06,99.4,0.0811348095543865,0.116126474378035
2009,"湖北",12961.1,113.5,814.87,99.6,0.144071985679129,0.146331856228459
2009,"湖南",13059.69,113.7,847.62,99.6,0.130219818260493,0.172835577202474
2009,"广东",39482.56,109.7,3649.81,97.7,0.0729915799537513,0.102555039996133
2009,"广西",7759.16,113.9,620.99,97.9,0.105136020509899,0.19785116314957
2009,"海南",1654.21,111.7,178.24,99.3,0.100561521163493,0.230429380091122
2009,"重庆",6530.01,114.9,655.17,98.4,0.127095825436771,0.13435600879547
2009,"四川",14151.28,114.5,1174.59,100.8,0.123007833362299,0.127613616727147
2009,"贵州",3912.68,111.4,416.48,98.7,0.0985860128707645,0.197332106715731
2009,"云南",6169.75,112.1,698.25,100.4,0.0839107397595271,0.13712238417067
2009,"西藏",441.36,112.4,30.09,101.4,0.117791566417627,0.209405144694534
2009,"陕西",8169.8,113.6,735.27,100.5,0.11691990517569,0.24310204909718
2009,"甘肃",3387.56,110.3,286.59,101.2,0.0697039932803254,0.0815941427331395
2009,"青海",1081.27,110.1,87.74,102.6,0.0615047809781861,0.225932653346374
2009,"宁夏",1353.31,111.9,111.58,100.7,0.124086318027776,0.174402694453215
2009,"新疆",4277.05,108.1,388.78,100.7,0.0224325338675324,0.0767739433889103
2010,"北京",14113.58,110.3,2353.93,102.4,0.161321909021865,0.161396480183145
2010,"天津",9224.46,117.4,1068.81,103.5,0.226355218463543,0.300271292838112
2010,"河北",20394.26,112.2,1331.85,103.1,0.18327194832984,0.248078941449884
2010,"山西",9200.86,113.9,969.67,103,0.250403965040886,0.203318317759329
2010,"内蒙古",11672,115,1069.98,103.2,0.198326531659865,0.257527677878852
2010,"辽宁",18457.27,114.2,2004.84,103,0.213297099948792,0.259938914794937
2010,"吉林",8667.58,113.8,602.41,103.7,0.190806113687103,0.236752961465027
2010,"黑龙江",10368.6,112.7,755.58,103.9,0.207476417840922,0.177539506903968
2010,"上海",17165.98,110.3,2873.58,103.1,0.140865785617205,0.131197102704405
2010,"江苏",41425.48,112.7,4079.86,103.8,0.202226523842553,0.263591821059348
2010,"浙江",27722.31,111.9,2608.47,103.8,0.205823747789834,0.21748323228363
2010,"安徽",12359.33,114.6,1149.4,103.1,0.228217338678422,0.330447263635522
2010,"福建",14737.12,113.9,1151.49,103.2,0.204354502461074,0.234934525916155
2010,"江西",9451.26,114,778.09,103,0.234622830553952,0.338534319628419
2010,"山东",39169.92,112.3,2749.38,102.9,0.155569060659387,0.250496900342486
2010,"河南",23092.36,112.5,1381.32,103.5,0.185411432789575,0.226684190895689
2010,"湖北",15967.61,114.8,1011.23,102.9,0.231964107984662,0.240970952421859
2010,"湖南",16037.96,114.6,1081.69,103.1,0.228050589255947,0.27614968971945
2010,"广东",46013.06,112.4,4517.04,103.1,0.165402142110339,0.237609628994386
2010,"广西",9569.85,114.2,771.99,103,0.233361600998046,0.243160115299763
2010,"海南",2064.5,116,270.99,104.8,0.248027759474311,0.520365798922801
2010,"重庆",7925.58,117.1,952.07,103.2,0.213716364906026,0.453164827449364
2010,"四川",17185.48,115.1,1561.67,103.2,0.214411699860366,0.329544777326557
2010,"贵州",4602.16,112.8,533.73,102.9,0.17621681302841,0.281526123703419
2010,"云南",7224.18,112.3,871.19,103.7,0.170903197050124,0.247676333691371
2010,"西藏",507.46,112.3,36.65,102.2,0.149764364690955,0.218012628780326
2010,"陕西",10123.48,114.6,958.21,104,0.239134372934466,0.303208345233724
2010,"甘肃",4120.75,111.8,353.58,104.1,0.216436018845423,0.233748560661572
2010,"青海",1350.43,115.3,110.22,105.4,0.24892949956995,0.256211534077958
2010,"宁夏",1689.65,113.5,153.55,104.1,0.248531378619828,0.376142677899265
2010,"新疆",5437.47,110.6,500.58,104.3,0.271313171461638,0.287566232830907
2011,"北京",16251.93,108.1,3006.28,105.6,0.151510105869666,0.277132285157163
2011,"天津",11307.28,116.4,1455.13,104.9,0.225793162960217,0.361448713990326
2011,"河北",24515.76,111.3,1737.77,105.7,0.202091176634994,0.304779066711717
2011,"山西",11237.55,113,1213.43,105.2,0.221358655603932,0.251384491631174
2011,"内蒙古",14359.88,114.3,1356.67,105.6,0.230284441398218,0.267939587655844
2011,"辽宁",22226.7,112.2,2643.15,105.2,0.204224676780477,0.318384509487041
2011,"吉林",10568.83,113.8,850.1,105.2,0.219351883686104,0.411165153300908
2011,"黑龙江",12582,112.3,997.55,105.8,0.213471442624848,0.320244050927764
2011,"上海",19195.69,108.2,3429.83,105.2,0.118240263591126,0.193573869528602
2011,"江苏",49110.27,111,5148.91,105.3,0.185508773827123,0.262031050085052
2011,"浙江",32318.85,109,3150.8,105.4,0.165806529109587,0.207911150981227
2011,"安徽",15300.65,113.5,1463.56,105.6,0.237983774201352,0.273325213154689
2011,"福建",17560.18,112.3,1501.51,105.3,0.191561173417873,0.303971376216902
2011,"江西",11702.82,112.5,1053.43,105.2,0.238228553653164,0.353866519297254
2011,"山东",45361.85,110.9,3455.93,105,0.158078699165074,0.256985211211255
2011,"河南",26931.03,111.9,1721.76,105.6,0.166231169096619,0.246459907914169
2011,"湖北",19632.26,113.8,1526.91,105.8,0.229505229649271,0.509953225280104
2011,"湖南",19669.56,112.8,1517.07,105.5,0.226437776375549,0.40249979199216
2011,"广东",53210.28,110,5514.84,105.3,0.156416895550959,0.220896870516976
2011,"广西",11720.87,112.3,947.72,105.9,0.22477050319493,0.22763248228604
2011,"海南",2522.66,112,340.12,106.1,0.221922983773311,0.255101664268054
2011,"重庆",10011.37,116.4,1488.33,105.3,0.263171906661721,0.563256903378953
2011,"四川",21026.68,115,2044.79,105.3,0.223514269022454,0.309361132633655
2011,"贵州",5701.84,115,773.08,105.1,0.238948667582179,0.448447717010473
2011,"云南",8893.12,113.7,1111.16,104.9,0.231021375436382,0.275450820142564
2011,"西藏",605.83,112.7,54.76,105,0.193847790958893,0.494133697135061
2011,"陕西",12512.3,113.9,1500.18,105.7,0.235968263877639,0.565606704167145
2011,"甘肃",5020.37,112.5,450.12,105.9,0.218314627191652,0.273035805192601
2011,"青海",1670.44,113.5,151.81,106.1,0.236968965440638,0.377336236617674
2011,"宁夏",2102.21,112.1,219.98,106.3,0.244168910721155,0.432627808531423
2011,"新疆",6610.05,112,720.43,105.9,0.215648086334269,0.439190538974789
2012,"北京",17879.4,107.7,3314.93,103.3,0.100140106436589,0.102668414119776
2012,"天津",12893.88,113.8,1760.02,102.7,0.14031668093476,0.20952767106719
2012,"河北",26575.01,109.6,2084.28,102.6,0.0839969880599256,0.199399230047705
2012,"山西",12112.83,110.1,1516.38,102.5,0.0778888636758013,0.249664175106928
2012,"内蒙古",15880.58,111.5,1552.75,103.1,0.105899213642454,0.144530357419269
2012,"辽宁",24846.43,109.5,3105.38,102.8,0.117864100383773,0.174878459413957
2012,"吉林",11939.24,112,1041.25,102.5,0.129665251498983,0.224855899305964
2012,"黑龙江",13691.58,110,1163.17,103.2,0.0881878874582738,0.16602676557566
2012,"上海",20181.72,107.5,3743.71,102.8,0.0513672600463959,0.0915147397975993
2012,"江苏",54058.22,110.1,5860.69,102.6,0.100751838668368,0.138238967082353
2012,"浙江",34665.33,108,3441.23,102.2,0.0726040685234779,0.0921765900723626
2012,"安徽",17212.05,112.1,1792.72,102.3,0.124922797397496,0.224903659569816
2012,"福建",19701.78,111.4,1776.17,102.4,0.121957747585731,0.18292252465851
2012,"江西",12948.88,111,1371.99,102.7,0.106475191449582,0.30240262760696
2012,"山东",50013.24,109.8,4059.43,102.1,0.102539689188161,0.17462737960549
2012,"河南",29599.31,110.1,2040.33,102.5,0.0990782751346682,0.185025787566211
2012,"湖北",22250.45,111.3,1823.05,102.9,0.133361620108943,0.193947252948766
2012,"湖南",22154.23,111.3,1782.16,102,0.126320568431627,0.174738146558827
2012,"广东",57067.92,108.2,6229.18,102.8,0.0724980210590886,0.129530503151497
2012,"广西",13035.1,111.3,1166.06,103.2,0.112127342082968,0.230384501751572
2012,"海南",2855.54,109.1,409.44,103.2,0.131955951257799,0.203810419851817
2012,"重庆",11409.6,113.6,1703.49,102.6,0.13966420180255,0.144564713470803
2012,"四川",23872.8,112.6,2421.27,102.5,0.135357555258367,0.184116706361044
2012,"贵州",6852.2,113.6,1014.05,102.7,0.201752416763711,0.311701246960211
2012,"云南",10309.47,113,1338.15,102.7,0.159263565542801,0.20428201159149
2012,"西藏",701.03,111.8,86.58,103.5,0.157139791690738,0.581081081081081
2012,"陕西",14453.68,112.9,1600.69,102.8,0.155157724798798,0.0669986268314469
2012,"甘肃",5650.2,112.6,520.4,102.7,0.125454896750638,0.156136141473385
2012,"青海",1893.54,112.3,186.42,103.1,0.133557625535787,0.227982346353995
2012,"宁夏",2341.29,111.5,263.96,102,0.113727933936191,0.199927266115101
2012,"新疆",7505.31,112,908.97,103.8,0.135439217555087,0.261704815179823
